	E054	E055	E056	E061	E062	E122
ENSG00000039537	4	0	0	1	0	0
ENSG00000039560	5981	24727	31450	14499	55	68268
ENSG00000039600	4	4	1	29	19	5
ENSG00000039650	2906	3888	11707	11002	2743	9672
ENSG00000039987	4	0	8	3	4	3
ENSG00000040199	5318	3024	6014	4872	1541	5792
ENSG00000040275	2457	4789	5558	2139	295	4727
ENSG00000040341	6466	2613	3314	12420	1536	6683
ENSG00000040487	3155	4561	10322	10288	994	11854
ENSG00000040531	3770	4188	5191	23634	972	10043
ENSG00000040608	5326	438	430	2487	54	1010
ENSG00000040633	5439	7353	15160	26418	715	11252
ENSG00000040731	4392	0	0	0	0	15
ENSG00000040933	7046	4115	6532	8582	15089	11796
ENSG00000041353	121	118	226	8	631	2
ENSG00000041357	6802	6320	7680	15521	3548	25639
ENSG00000041515	3588	62	93	1554	55	34
ENSG00000041802	4402	5778	6891	9579	3643	15227
ENSG00000041880	978	5671	7517	6510	784	5647
ENSG00000041982	416004	57718	99379	71	8	2
ENSG00000041988	1862	2701	2294	3519	1271	2628
ENSG00000042062	114	909	1740	2	873	1
ENSG00000042088	2580	2833	8451	6365	1525	5414
ENSG00000042286	920	4520	5558	13764	352	4521
ENSG00000042304	0	0	0	0	0	0
ENSG00000042317	1193	938	724	1972	189	1400
ENSG00000042429	3865	3180	5857	8997	2658	5947
ENSG00000042445	5392	6890	16186	63111	1526	23478
ENSG00000042493	208	6538	12964	19186	4508	17617
ENSG00000042753	3960	13183	65249	34003	1635	54140
ENSG00000042781	14	2	0	4392	0	0
ENSG00000042813	0	0	0	3	0	0
ENSG00000042832	18	35	88	14	158	104
ENSG00000042980	62	42	14	1	3546	2
ENSG00000043039	2	0	0	0	1	0
ENSG00000043093	3303	1882	2793	7717	2926	3571
ENSG00000043143	653	11048	26650	30911	12425	10963
ENSG00000043355	5	18	12	0	0	12
ENSG00000043462	6	2	4	9	17572	0
ENSG00000043514	1357	2034	1626	2682	619	2770
ENSG00000043591	169	239	591	0	33	200
ENSG00000044012	0	0	0	0	0	0
ENSG00000044090	5646	14784	21873	17637	1755	37640
ENSG00000044115	61290	51242	84568	133714	7269	78666
ENSG00000044446	3527	4035	6497	8597	4721	9188
ENSG00000044459	1848	1380	3033	1502	460	2659
ENSG00000044524	11679	45	68	335	0	0
ENSG00000044574	28866	76333	107018	120866	22527	190669
ENSG00000046604	170	22	10	3811	59	17
ENSG00000046647	1293	749	1392	3957	512	5096
ENSG00000046651	2826	2049	1741	917	3394	2740
ENSG00000046653	142073	8295	7510	137996	211	29
ENSG00000046774	0	0	0	0	0	0
ENSG00000046889	415	40	83	2	5	23776
ENSG00000047056	3390	3167	12025	13223	4000	19975
ENSG00000047188	4035	3867	3274	11121	4930	8324
ENSG00000047230	3831	1410	2593	7215	545	5875
ENSG00000047249	3472	2965	6758	28448	1405	7243
ENSG00000047315	13499	11655	12744	32880	8151	38406
ENSG00000047346	4790	1645	1939	5894	4640	5972
ENSG00000047365	7747	59	40	1091	9598	13
ENSG00000047410	25712	17217	24639	3395	13096	26557
ENSG00000047457	79	24	0	0	344	2
ENSG00000047578	5143	4764	9942	23479	3103	9736
ENSG00000047579	924	1719	3177	6274	983	4270
ENSG00000047597	2	10	16	3	137	31
ENSG00000047617	2	6	3	3	4	6464
ENSG00000047621	2374	1795	2408	4754	597	4128
ENSG00000047634	1263	2499	4999	6093	2843	4726
ENSG00000047644	9611	6493	17255	26662	4520	39210
ENSG00000047648	408	3665	5127	89	171	288
ENSG00000047662	1684	113	16	229	1447	0
ENSG00000047849	67736	122589	298468	204796	10920	102674
ENSG00000047932	5263	5767	7279	9416	1810	6513
ENSG00000047936	0	29	75	1	2	0
ENSG00000048028	3396	3667	4618	8885	2924	7156
ENSG00000048052	5279	811	1354	999	1714	1287
ENSG00000048140	5489	5567	14415	18592	1921	29346
ENSG00000048162	1406	4872	10730	4686	2013	6393
ENSG00000048342	4905	3547	5807	9965	139	3462
ENSG00000048392	4208	2760	3943	11068	1503	3851
ENSG00000048405	2972	3930	6923	6081	6387	4141
ENSG00000048462	0	8	12	0	69	0
ENSG00000048471	4376	10047	18446	11751	6861	6095
ENSG00000048540	2585	6	4	573	1	6
ENSG00000048545	41	22	31	298	4	41
ENSG00000048649	18752	5059	5968	5165	5888	5694
ENSG00000048707	14779	9226	12678	21573	13715	18476
ENSG00000048740	18703	9142	11013	150084	39983	20021
ENSG00000048828	26164	48844	88178	77613	18506	55351
ENSG00000048991	7858	9551	19817	14443	3980	19293
ENSG00000049089	1728	142	121	103	778	222
ENSG00000049130	5516	10856	9167	343	2	3310
ENSG00000049167	1940	1444	1107	3372	469	2730
ENSG00000049192	3290	8647	5062	211	276	15423
ENSG00000049239	12221	21403	39284	27667	8970	49636
ENSG00000049245	7264	12387	31760	63823	5768	38232
ENSG00000049246	7034	633	1480	16662	949	2781
ENSG00000049247	146	2	2	47	124	0
ENSG00000049249	0	0	0	2	169	41
ENSG00000049283	2	11	2	3	13	15
ENSG00000049323	33168	105195	90528	539	177	51148
ENSG00000049449	5292	24528	41691	18884	790	72348
ENSG00000049540	772	90	593	7	4	1951
ENSG00000049541	3092	3839	18448	8007	786	5641
ENSG00000049618	15720	15357	30323	46309	12346	20897
ENSG00000049656	9597	11511	31457	35138	5070	50413
ENSG00000049759	14827	1306	4126	70729	455	7995
ENSG00000049768	73	123	62	62	706	29
ENSG00000049769	1238	308	789	948	339	1002
ENSG00000049860	3825	13380	24307	53094	6086	37145
ENSG00000049883	814	1968	922	2985	181	1465
ENSG00000050030	1484	2	4	0	60	0
ENSG00000050130	5321	4504	4909	18040	1570	31615
ENSG00000050165	11493	21743	70743	23530	175	81901
ENSG00000050327	9	1239	1674	5425	741	529
ENSG00000050344	173	584	3347	741	398	18006
ENSG00000050393	2224	2587	5620	6245	414	2191
ENSG00000050405	23618	6643	10956	35160	431	17120
ENSG00000050426	3442	7166	6653	14150	4392	12717
ENSG00000050438	3414	590	593	205	695	1659
ENSG00000050555	51	887	1127	379	64	109
ENSG00000050628	4	4	27	2	870	6
ENSG00000050730	0	38	46	6	67	1
ENSG00000050748	4076	3566	8407	12237	3130	10752
ENSG00000050767	2870	19	13	13	18	8
ENSG00000050820	9695	23128	91463	31009	7	82174
ENSG00000051009	4602	5530	7912	9046	5124	22638
ENSG00000051108	1770	15635	15322	20767	13212	28971
ENSG00000051128	14201	7556	22703	14620	731	46423
ENSG00000051180	703	848	6682	2711	166	3639
ENSG00000051341	1702	1521	4301	2036	103	1984
ENSG00000051382	3604	2460	3158	29065	2552	3292
ENSG00000051523	136	4370	30862	52208	14591	10517
ENSG00000051596	1936	2839	10525	4005	471	8622
ENSG00000051620	868	6953	15308	6938	2589	7967
ENSG00000051825	5018	2422	3113	5219	3403	5576
ENSG00000052126	2446	3434	2441	23447	496	1655
ENSG00000052344	21	9	10	2	22	16
ENSG00000052723	4458	3703	4225	8978	2415	7116
ENSG00000052749	5177	10749	14666	7205	5374	9077
ENSG00000052795	3853	1217	2950	31076	2299	3268
ENSG00000052802	9126	12501	33100	64946	626	25587
ENSG00000052841	10643	10963	8867	13590	8444	23398
ENSG00000052850	14	74	489	0	36	0
ENSG00000053108	7	0	0	304	17	136
ENSG00000053254	9454	9088	17868	26803	21324	14697
ENSG00000053328	18	2	0	2	24	0
ENSG00000053371	4349	9179	21611	25279	1266	15661
ENSG00000053372	4541	9419	22373	8475	657	13029
ENSG00000053438	14415	37	32	109	347	7160
ENSG00000053501	1285	1364	4380	5462	633	3128
ENSG00000053524	334	204	431	576	997	67
ENSG00000053702	96	27	0	9	940	0
ENSG00000053747	268	1446	1215	11	2	3362
ENSG00000053770	4806	2161	2325	13126	1984	6609
ENSG00000053900	2186	2273	2709	6761	3164	3355
ENSG00000053918	31	6	16	2	5054	46
ENSG00000054116	3604	3851	11360	15264	1428	18222
ENSG00000054118	17697	20541	47494	32850	9293	30825
ENSG00000054148	5842	7391	26398	13668	1315	44727
ENSG00000054179	87	1	4	10	4	6
ENSG00000054219	465	989	1593	3382	10911	3938
ENSG00000054267	8547	5493	6436	4027	11002	6394
ENSG00000054277	698	2459	5673	7114	766	7395
ENSG00000054282	1651	5872	5029	4777	1370	2645
ENSG00000054356	192	1396	5199	14	3	4
ENSG00000054392	494	281	724	3948	357	1707
ENSG00000054523	107206	10163	17801	26607	4078	18279
ENSG00000054598	4	747	2259	57	15	5377
ENSG00000054611	2568	4962	11454	13886	3692	15050
ENSG00000054654	27930	3237	5397	11395	38330	12847
ENSG00000054690	3484	117	85	36524	184	98
ENSG00000054793	17331	7815	15561	23513	920	35276
ENSG00000054796	0	0	0	0	0	0
ENSG00000054803	682	0	0	2	0	0
ENSG00000054938	11	0	0	0	1	3
ENSG00000054965	38223	8054	20873	27850	5640	11920
ENSG00000054967	1036	628	4772	2396	16758	5278
ENSG00000054983	4692	2002	1971	12821	3814	9154
ENSG00000055044	3877	9351	9933	4904	6392	5528
ENSG00000055070	20643	26048	91761	52684	10269	67095
ENSG00000055118	1482	199	36	0	179	43
ENSG00000055130	7948	8996	10420	16192	4727	14664
ENSG00000055147	2059	2798	2747	6501	583	2950
ENSG00000055163	18433	8078	17202	1827	37018	3947
ENSG00000055208	12959	15234	12424	23037	10717	21001
ENSG00000055211	2682	3170	4682	9859	1533	5173
ENSG00000055332	9154	7849	17380	30761	6617	15796
ENSG00000055483	4726	16886	25882	17102	15491	9965
ENSG00000055609	30626	13391	27591	27049	27801	19837
ENSG00000055732	6	1011	413	18198	85	19
ENSG00000055813	3	113	90	320	2	4838
ENSG00000055917	18992	12406	11949	33039	10455	37475
ENSG00000055955	231	70	77	213	2584	211
ENSG00000055957	2	2	2	1	13	0
ENSG00000056050	1370	1556	2612	4030	268	1738
ENSG00000056097	27891	25006	20528	27543	8549	35595
ENSG00000056277	1433	2291	2063	2846	515	2715
ENSG00000056291	1033	1	0	205	0	21
ENSG00000056487	2791	38	27	12	5	5
ENSG00000056558	234	1075	2309	1031	11554	2586
ENSG00000056586	13761	7564	9693	25487	6580	24718
ENSG00000056661	4386	9644	25514	41460	161	13739
ENSG00000056736	1595	28	16	55	126	11
ENSG00000056972	5422	5893	10070	25780	1049	4894
ENSG00000056998	6700	45	100	32274	0	34
ENSG00000057019	6707	74750	127511	26827	129	33071
ENSG00000057149	0	0	2	0	0	0
ENSG00000057252	4674	4920	8904	93706	5448	10080
ENSG00000057294	6	10	19	2	355	1150
ENSG00000057468	11	16	9	23	9	24
ENSG00000057593	39	61	27	18	8	0
ENSG00000057608	17588	24133	37899	68903	11438	54569
ENSG00000057657	743	1126	5026	150	9847	233
ENSG00000057663	2477	3489	2849	6106	1770	6162
ENSG00000057704	268	1250	1749	851	3798	12601
ENSG00000057757	3492	2709	13667	11801	2297	10156
ENSG00000057935	6432	4150	5033	11752	1528	13925
ENSG00000058056	3291	4133	7456	15510	756	8264
ENSG00000058063	6498	6181	5860	28663	11962	9360
ENSG00000058085	7	404	526	12	0	190
ENSG00000058091	8311	2939	6881	608	504	5561
ENSG00000058262	36512	80785	216082	95367	12878	232831
ENSG00000058272	10555	11760	16770	4650	8413	11429
ENSG00000058335	13	30	40	671	33	31
ENSG00000058404	568	133	610	23	4	250
ENSG00000058453	3348	2664	7794	14659	3989	8269
ENSG00000058600	4543	5226	8812	5214	4541	12135
ENSG00000058668	25702	71371	125424	45670	16950	47124
ENSG00000058673	17007	14471	21556	30379	14472	33435
ENSG00000058729	1966	2465	2195	3588	1323	1956
ENSG00000058799	2744	3248	4192	9744	869	8175
ENSG00000058804	5331	5794	10413	10482	1122	13747
ENSG00000058866	1773	867	1489	7092	975	180
ENSG00000059122	5394	9375	13197	48935	7242	14655
ENSG00000059145	2307	1735	4776	4431	3240	14415
ENSG00000059377	68	121	475	471	6778	507
ENSG00000059378	1006	2202	2517	3941	6865	40163
ENSG00000059573	8693	7399	27844	24870	1059	30956
ENSG00000059588	3974	2258	3212	12829	5188	8061
ENSG00000059691	3374	3938	7991	8372	520	5503
ENSG00000059728	2594	2905	3165	6575	18306	7275
ENSG00000059758	7180	5485	5825	11636	6112	26703
ENSG00000059769	2476	4616	8781	18765	1584	4509
ENSG00000059804	4153	9583	15371	12668	39854	11223
ENSG00000059915	9474	199	283	108	412	36
ENSG00000060069	3053	3060	8905	9088	2705	8987
ENSG00000060138	5175	33998	114139	56092	6434	27402
ENSG00000060140	0	80	199	5	87	4005
ENSG00000060237	69450	54851	84070	96945	30459	58666
ENSG00000060339	10781	12675	12614	4803	6879	19818
ENSG00000060491	4558	6371	24964	25118	7900	15875
ENSG00000060558	1	2	40	0	3224	56
ENSG00000060566	0	0	4	0	10	0
ENSG00000060642	1050	3546	3375	8135	379	4284
ENSG00000060656	567	4610	29058	59445	38	655
ENSG00000060688	2932	6507	17810	7475	1447	15971
ENSG00000060709	186	4	8	0	6	8
ENSG00000060718	9525	215	360	30240	0	4
ENSG00000060749	17441	9806	19019	13628	2001	8541
ENSG00000060762	2283	1167	1942	9008	1458	2006
ENSG00000060971	4990	3807	10638	16534	4724	13495
ENSG00000060982	3405	9813	12284	361	647	22367
ENSG00000061273	6055	32212	66575	19394	9437	83770
ENSG00000061337	6112	276	2349	216018	4	8
ENSG00000061455	35	47	79	9	0	39
ENSG00000061492	4	0	0	0	0	0
ENSG00000061656	58	388	918	1008	250	1422
ENSG00000061676	28147	22508	18953	43692	215	38341
ENSG00000061918	1379	210	622	1512	259	1066
ENSG00000061936	9487	9022	20000	24286	6835	10973
ENSG00000061938	19367	10560	21038	30551	13459	14139
ENSG00000061987	8322	7105	8492	17922	5611	6519
ENSG00000062038	280	31	64	193416	28	14
ENSG00000062096	2	0	0	0	0	0
ENSG00000062194	11749	5805	4423	12207	7482	5445
ENSG00000062282	151	51	89	109	1422	222
ENSG00000062370	2076	980	738	2148	28	1452
ENSG00000062485	20433	26506	90620	101065	12664	56207
ENSG00000062524	10	139	146	373	1189	87
ENSG00000062598	10693	6427	17324	28189	8217	14618
ENSG00000062650	7793	7725	8841	11521	6000	10096
ENSG00000062716	4685	8711	12104	37537	5905	31392
ENSG00000062725	8981	4675	5063	16882	2428	8547
ENSG00000062822	6181	7398	41893	12132	1694	25300
ENSG00000063015	6497	0	1	9	175	0
ENSG00000063046	24266	45540	63528	89461	30093	61884
ENSG00000063127	642	47	57	232	431	1064
ENSG00000063169	3896	7481	15440	15076	4287	1491
ENSG00000063176	3332	4485	7089	13973	882	8972
ENSG00000063180	2653	197	223	3096	311	747
ENSG00000063241	2723	4157	16375	15478	331	14323
ENSG00000063244	17670	24115	58280	29391	7754	59854
ENSG00000063245	18670	39096	115097	90034	5550	31992
ENSG00000063322	9488	8295	18394	17660	4400	19888
ENSG00000063438	2682	19536	26669	46621	125	7774
ENSG00000063515	0	0	2	12	0	0
ENSG00000063587	8740	5325	12480	8760	3252	13050
ENSG00000063601	4495	5407	11902	8743	5255	15137
ENSG00000063660	34262	34161	127774	24510	151	6173
ENSG00000063761	1672	983	1792	8104	693	2768
ENSG00000063854	3012	1545	3840	8740	1036	14616
ENSG00000063978	12021	12549	34856	33574	9442	36088
ENSG00000064012	419	2623	2510	5088	15099	1681
ENSG00000064042	4032	360	1898	69	30	6888
ENSG00000064102	2788	4061	4244	6096	814	3391
ENSG00000064115	5795	5449	9714	57539	1560	18205
ENSG00000064195	1	3	23	6	0	0
ENSG00000064199	1805	1326	2236	1922	85	848
ENSG00000064201	122	4	18	19	7566	0
ENSG00000064205	10	40	25	73	1	26
ENSG00000064218	0	0	0	0	0	0
ENSG00000064225	1050	62	49	28602	371	3955
ENSG00000064270	134	27	0	3	88	0
ENSG00000064300	1004	100	60	354	52	8
ENSG00000064309	2652	351	461	23330	96	1435
ENSG00000064313	5420	6435	7166	13542	2634	11337
ENSG00000064393	69442	21479	83951	47945	17892	17791
ENSG00000064419	11955	14473	15945	16875	4084	20536
ENSG00000064490	4254	5512	11664	10437	1485	22316
ENSG00000064545	2667	4500	12791	14720	1069	18615
ENSG00000064547	1336	471	381	1592	4343	1062
ENSG00000064601	7620	27749	86837	185016	8448	104212
ENSG00000064607	22761	8539	17461	29941	15994	25333
ENSG00000064651	11934	2211	4162	8556	972	12921
ENSG00000064652	1456	2208	2556	4963	197	1126
ENSG00000064655	5082	933	1210	1	10	0
ENSG00000064666	13101	22637	158191	31526	17198	79939
ENSG00000064687	994	239	1341	11700	10356	3382
ENSG00000064692	8802	180	387	2	2	5786
ENSG00000064703	3974	2386	4327	9596	2143	3157
ENSG00000064726	13025	10010	11542	26243	4597	17513
ENSG00000064763	606	1859	2448	7764	597	9229
ENSG00000064787	12	0	4	33	68	0
ENSG00000064835	0	0	0	0	6	0
ENSG00000064886	16	3	1	13	406	0
ENSG00000064932	4374	10590	29478	29501	8783	28057
ENSG00000064933	2223	1956	1858	3314	903	2552
ENSG00000064961	10848	10305	26206	625277	3059	16951
ENSG00000064989	557	341	337	111	186	70239
ENSG00000064995	2180	1564	3102	8824	2327	7939
ENSG00000064999	5173	3756	6967	21791	2822	9803
ENSG00000065000	37625	42380	101640	65315	11072	73009
ENSG00000065029	6293	5987	8476	15118	4244	12154
ENSG00000065054	1455	11632	46162	12372	122	15293
ENSG00000065057	1299	1411	3658	6273	148	9475
ENSG00000065060	5617	10270	5269	16853	4186	8052
ENSG00000065135	10604	11800	17054	21174	5993	21666
ENSG00000065150	39913	45691	46429	44447	6465	41465
ENSG00000065154	5381	9363	11180	51765	3288	23200
ENSG00000065183	5009	4818	4400	11598	836	5614
ENSG00000065243	7235	6572	6895	12648	6083	10841
ENSG00000065268	6487	6055	24785	18386	776	30461
ENSG00000065308	5306	95425	279785	38263	3139	124355
ENSG00000065320	38320	96	224	10	250	141
ENSG00000065325	0	0	0	4	2	0
ENSG00000065328	2592	985	8398	1814	39	2221
ENSG00000065357	1729	9087	20902	2097	22608	11512
ENSG00000065361	1480	65	44	78902	41	32
ENSG00000065371	20	0	0	1705	4	0
ENSG00000065413	1353	155	583	6991	13942	849
ENSG00000065427	10990	16704	33891	30220	6302	27912
ENSG00000065457	2150	1959	3548	4486	1229	1538
ENSG00000065485	908	3223	15407	5687	538	19365
ENSG00000065491	2036	2286	5258	6082	1219	8542
ENSG00000065518	2770	3570	13296	20994	1909	17413
ENSG00000065526	32123	16092	39179	16810	22468	9543
ENSG00000065534	1293	15365	59764	6512	336	3645
ENSG00000065548	6010	7790	6805	7425	5565	5504
ENSG00000065559	4982	3800	3922	10368	1853	6096
ENSG00000065600	2897	848	1363	6457	664	7005
ENSG00000065609	1304	10	19	0	0	614
ENSG00000065613	7021	12930	13028	4839	5726	5662
ENSG00000065615	1217	917	956	4388	2914	1742
ENSG00000065618	1	48	118	2	43	205
ENSG00000065621	319	527	423	780	88	294
ENSG00000065665	3145	966	1663	5544	1024	3391
ENSG00000065675	75	32	85	17	5194	209
ENSG00000065717	3032	74	474	999	629	13796
ENSG00000065802	9826	7391	14389	9605	2290	7727
ENSG00000065809	5508	5344	6431	3536	14613	21024
ENSG00000065833	365	4312	7428	7017	195	4138
ENSG00000065882	4127	6815	19960	14921	6933	14419
ENSG00000065883	9120	11312	13732	15283	7045	15650
ENSG00000065911	1505	25275	11449	11402	2859	11430
ENSG00000065923	1907	4785	9276	19	947	3052
ENSG00000065970	3894	8575	20164	13687	6483	5910
ENSG00000065978	43237	72697	196735	141625	14706	52325
ENSG00000065989	1381	4625	13585	14766	4476	2802
ENSG00000066027	7078	4343	6920	15928	5376	7590
ENSG00000066032	404	0	0	267	6	2
ENSG00000066044	14487	11096	36698	30243	3113	23856
ENSG00000066056	41	104	187	6	104	329865
ENSG00000066084	40606	5502	8028	49621	8554	22244
ENSG00000066117	23510	12961	28557	51215	6915	43277
ENSG00000066135	14774	10173	8811	16408	3222	15849
ENSG00000066136	6135	8684	12836	19619	3099	22537
ENSG00000066185	4	51	15	821	18	118
ENSG00000066230	518	148	0	55	298	0
ENSG00000066248	59	554	84	1	7	71
ENSG00000066279	8089	7900	10152	4720	203	6095
ENSG00000066294	0	0	0	15	8885	0
ENSG00000066322	13005	19924	60356	37003	4013	81362
ENSG00000066336	5	5	3	43	19949	1
ENSG00000066379	742	2536	3021	2925	758	7380
ENSG00000066382	5012	4	5	6814	56	0
ENSG00000066405	6	9	1	2	1	0
ENSG00000066422	2748	2704	3041	5023	6988	3896
ENSG00000066427	1276	1680	2043	5417	2935	3729
ENSG00000066455	3913	4884	5701	5698	1403	8022
ENSG00000066468	5343	25	58	7	129	19
ENSG00000066557	3230	1742	2041	4837	1179	3895
ENSG00000066583	1208	1068	3330	3470	514	6874
ENSG00000066629	1473	2515	4044	2972	0	12488
ENSG00000066651	1428	1253	1321	2117	831	1388
ENSG00000066654	3004	3194	4410	6639	5380	6196
ENSG00000066697	1698	5438	12643	17279	506	5228
ENSG00000066735	676	504	1279	40	68	6315
ENSG00000066739	6945	7197	5666	22299	8785	13990
ENSG00000066777	8795	7800	10240	10628	10073	8731
ENSG00000066813	2	0	0	0	0	17
ENSG00000066827	1873	1696	3670	6708	1021	2188
ENSG00000066855	1527	2700	4649	9286	1055	2983
ENSG00000066923	3628	972	1251	889	4240	573
ENSG00000066926	2594	3350	6650	18553	1071	10181
ENSG00000066933	7716	7829	8145	7852	3842	6888
ENSG00000067048	0	3241	3766	15048	20261	9776
ENSG00000067057	6400	24701	72009	56433	2829	99351
ENSG00000067064	11361	7612	22503	58176	8990	14768
ENSG00000067066	9	8521	11986	10654	13998	10607
ENSG00000067082	6690	29591	74074	67169	29944	99533
ENSG00000067113	790	4419	11849	4339	714	6496
ENSG00000067141	36810	4487	6695	23404	1689	125
ENSG00000067167	8801	17017	34087	56646	10315	42969
ENSG00000067177	4744	2797	5262	753	11	3654
ENSG00000067182	6108	26311	73361	27650	4756	34013
ENSG00000067191	3133	4264	5261	2532	1212	2724
ENSG00000067208	6543	2304	3307	8778	1535	6735
ENSG00000067221	1344	2293	4469	3156	203	4161
ENSG00000067225	78466	341969	1010644	515137	36826	270044
ENSG00000067248	3685	4419	6610	6012	2473	3067
ENSG00000067334	4287	4205	5945	2213	6314	2336
ENSG00000067365	1453	4904	6245	2710	808	12803
ENSG00000067369	21909	9922	11088	13286	2512	27583
ENSG00000067445	15384	1256	989	12359	159	19299
ENSG00000067533	1775	4332	6141	4533	898	1439
ENSG00000067560	39237	57807	156248	186595	36480	109314
ENSG00000067596	9793	7696	14856	16756	6978	19764
ENSG00000067606	2643	265	116	1056	1040	67
ENSG00000067646	3	1467	1239	4062	2017	2685
